thickness(m),SLME(%)
1e-08,0.04130692966131546
1.3257113655901082e-08,0.05250876423401176
1.757510624854793e-08,0.06602617736734799
2.329951810515372e-08,0.08197260218933865
3.0888435964774783e-08,0.10031567496977048
4.0949150623804276e-08,0.12086187049141416
5.4286754393238595e-08,0.14327959217091066
7.196856730011513e-08,0.16715075347691688
9.540954763499944e-08,0.19201714389376368
1.2648552168552957e-07,0.21739149300557978
1.67683293681101e-07,0.24273769468004258
2.2229964825261955e-07,0.2674504989129963
2.94705170255181e-07,0.29086197374340417
3.906939937054621e-07,0.31230224106011256
5.179474679231213e-07,0.33122301345075
6.866488450042998e-07,0.34729615423370647
9.102981779915227e-07,0.3603671807225728
1.2067926406393288e-06,0.3703372646966331
1.5998587196060574e-06,0.37720046331373847
2.1209508879201924e-06,0.38125074795484226
2.811768697974231e-06,0.38317935094570527
3.727593720314938e-06,0.3838682330495525
4.941713361323839e-06,0.38403674527950615
6.5512855685955095e-06,0.38406188569968575
8.68511373751352e-06,0.38406385689764566
1.1513953993264481e-05,0.3840639238492876
1.5264179671752335e-05,0.38406392461311667
2.0235896477251556e-05,0.3840639246152048
2.6826957952797274e-05,0.3840639246152057
3.5564803062231284e-05,0.3840639246152057
4.71486636345739e-05,0.3840639246152057
6.250551925273976e-05,0.3840639246152057
8.286427728546843e-05,0.3840639246152057
0.00010985411419875573,0.3840639246152057
0.00014563484775012445,0.3840639246152057
0.00019306977288832496,0.3840639246152057
0.00025595479226995333,0.3840639246152057
0.000339322177189533,0.3840639246152057
0.0004498432668969444,0.3840639246152057
0.0005963623316594637,0.3840639246152057
0.0007906043210907702,0.3840639246152057
0.0010481131341546852,0.3840639246152057
0.001389495494373136,0.3840639246152057
0.0018420699693267163,0.3840639246152057
0.0024420530945486497,0.3840639246152057
0.00323745754281764,0.3840639246152057
0.004291934260128779,0.3840639246152057
0.005689866029018293,0.3840639246152057
0.0075431200633546075,0.3840639246152057
0.01,0.3840639246152057
