thickness(m),SLME(%)
1e-08,0.03172412982472855
1.3257113655901082e-08,0.040808503362608474
1.757510624854793e-08,0.05206580580286828
2.329951810515372e-08,0.06577622329067088
3.0888435964774783e-08,0.08214012279106309
4.0949150623804276e-08,0.10122993989557065
5.4286754393238595e-08,0.12295039893298819
7.196856730011513e-08,0.14701564830225886
9.540954763499944e-08,0.1729457630937665
1.2648552168552957e-07,0.20008410570365096
1.67683293681101e-07,0.22764169605506404
2.2229964825261955e-07,0.2547672277247306
2.94705170255181e-07,0.28062613574022943
3.906939937054621e-07,0.3044784156378206
5.179474679231213e-07,0.32573204344556483
6.866488450042998e-07,0.34391029970280834
9.102981779915227e-07,0.35857238388454127
1.2067926406393288e-06,0.36938562788732276
1.5998587196060574e-06,0.37639203549732453
2.1209508879201924e-06,0.38019672980493363
2.811768697974231e-06,0.38182948169096803
3.727593720314938e-06,0.38234230754248666
4.941713361323839e-06,0.38244893210771985
6.5512855685955095e-06,0.38246182093291714
8.68511373751352e-06,0.3824625873144668
1.1513953993264481e-05,0.38246260535330623
1.5264179671752335e-05,0.38246260547950545
2.0235896477251556e-05,0.3824626054796847
2.6826957952797274e-05,0.3824626054796847
3.5564803062231284e-05,0.3824626054796847
4.71486636345739e-05,0.3824626054796847
6.250551925273976e-05,0.3824626054796847
8.286427728546843e-05,0.3824626054796847
0.00010985411419875573,0.3824626054796847
0.00014563484775012445,0.3824626054796847
0.00019306977288832496,0.3824626054796847
0.00025595479226995333,0.3824626054796847
0.000339322177189533,0.3824626054796847
0.0004498432668969444,0.3824626054796847
0.0005963623316594637,0.3824626054796847
0.0007906043210907702,0.3824626054796847
0.0010481131341546852,0.3824626054796847
0.001389495494373136,0.3824626054796847
0.0018420699693267163,0.3824626054796847
0.0024420530945486497,0.3824626054796847
0.00323745754281764,0.3824626054796847
0.004291934260128779,0.3824626054796847
0.005689866029018293,0.3824626054796847
0.0075431200633546075,0.3824626054796847
0.01,0.3824626054796847
