# energy(eV) alpha
7.779899999999999594e+00 5.722405377045492642e+05
7.801199999999999690e+00 5.682757410309276311e+05
7.822600000000000442e+00 5.639174779763281113e+05
7.843899999999999650e+00 5.593376000226832693e+05
7.865199999999999747e+00 5.547839177668850170e+05
7.886499999999999844e+00 5.504302046243640361e+05
7.907799999999999940e+00 5.464101861513544573e+05
7.929100000000000037e+00 5.427779072900959291e+05
7.950499999999999901e+00 5.395899815315663582e+05
7.971799999999999997e+00 5.368591023396617966e+05
7.993100000000000094e+00 5.346487019764526049e+05
8.014400000000000190e+00 5.329868068972049514e+05
8.035700000000000287e+00 5.319142642184480792e+05
8.057000000000000384e+00 5.314695603852274362e+05
8.078300000000000480e+00 5.316497672906998778e+05
8.099700000000000344e+00 5.323793297739769332e+05
8.121000000000000441e+00 5.336086766892500455e+05
8.142300000000000537e+00 5.351862365483565954e+05
8.163600000000000634e+00 5.370619865859901765e+05
8.184900000000000730e+00 5.391436202138749650e+05
8.206200000000000827e+00 5.413849197519276058e+05
8.227499999999999147e+00 5.438131814413068350e+05
8.248900000000000787e+00 5.465089318140387768e+05
8.270200000000000884e+00 5.495125366889744764e+05
8.291499999999999204e+00 5.529112273956415011e+05
8.312799999999999301e+00 5.567486438597198576e+05
8.334099999999999397e+00 5.610592280922560021e+05
8.355399999999999494e+00 5.658582570189628750e+05
8.376699999999999591e+00 5.711559813715922646e+05
8.398099999999999454e+00 5.769236902374024503e+05
8.419399999999999551e+00 5.831550204508813331e+05
8.440699999999999648e+00 5.898487734950595768e+05
8.461999999999999744e+00 5.969640855742178392e+05
8.483299999999999841e+00 6.045027220265618525e+05
8.504599999999999937e+00 6.124127048508538865e+05
8.525999999999999801e+00 6.206908264282644959e+05
8.547299999999999898e+00 6.292632678515264997e+05
8.568599999999999994e+00 6.381467085722381016e+05
8.589900000000000091e+00 6.473592767869586824e+05
8.611200000000000188e+00 6.569889994240906090e+05
8.632500000000000284e+00 6.671367795361370081e+05
8.653800000000000381e+00 6.779374862907655770e+05
8.675200000000000244e+00 6.894875062273299554e+05
8.696500000000000341e+00 7.018474038797171088e+05
8.717800000000000438e+00 7.149644206459069392e+05
8.739100000000000534e+00 7.287486013282333734e+05
8.760400000000000631e+00 7.430144855165593326e+05
8.781700000000000728e+00 7.575375834806793137e+05
8.803000000000000824e+00 7.721155241029477911e+05
8.824400000000000688e+00 7.865385152939268155e+05
8.845700000000000784e+00 8.006463795755800093e+05
8.867000000000000881e+00 8.143505919903990580e+05
8.888299999999999201e+00 8.276786002074488206e+05
8.909599999999999298e+00 8.406679591741529293e+05
8.930899999999999395e+00 8.534060617206696188e+05
8.952299999999999258e+00 8.660093822957593948e+05
8.973599999999999355e+00 8.785311368575018132e+05
8.994899999999999451e+00 8.910177041302885627e+05
9.016199999999999548e+00 9.034572656723269029e+05
9.037499999999999645e+00 9.157236776422313415e+05
9.058799999999999741e+00 9.276746066771252081e+05
9.080099999999999838e+00 9.391332671429029433e+05
9.101499999999999702e+00 9.498914839258791180e+05
9.122799999999999798e+00 9.597843795762327500e+05
9.144099999999999895e+00 9.686933673016742105e+05
9.165399999999999991e+00 9.765803297762954608e+05
9.186700000000000088e+00 9.834823105969292810e+05
9.208000000000000185e+00 9.894864712419364369e+05
9.229300000000000281e+00 9.947667793489919277e+05
9.250700000000000145e+00 9.994981589009069139e+05
9.272000000000000242e+00 1.003820957661532331e+06
9.293300000000000338e+00 1.007826285048442427e+06
9.314600000000000435e+00 1.011571135758823832e+06
9.335900000000000531e+00 1.014990671207487932e+06
9.357200000000000628e+00 1.018018333024092601e+06
9.378500000000000725e+00 1.020508044091660180e+06
9.399900000000000588e+00 1.022382029063334689e+06
9.421200000000000685e+00 1.023577667568404577e+06
9.442500000000000782e+00 1.024113292052112170e+06
9.463800000000000878e+00 1.024108834341251641e+06
9.485099999999999199e+00 1.023724356421273667e+06
