# energy(eV) alpha
2.189299999999999802e+00 2.572693230160360690e+04
2.210300000000000153e+00 2.674187997360869122e+04
2.231399999999999828e+00 2.754729794750873407e+04
2.252499999999999947e+00 2.811119961686001625e+04
2.273499999999999854e+00 2.842498868587242396e+04
2.294599999999999973e+00 2.852867584545734644e+04
2.315599999999999881e+00 2.849214028617508666e+04
2.336699999999999999e+00 2.842621599326737851e+04
2.357699999999999907e+00 2.846472351992487165e+04
2.378800000000000026e+00 2.875059724227142578e+04
2.399799999999999933e+00 2.941031073490902781e+04
2.420900000000000052e+00 3.057424871314029951e+04
2.441899999999999959e+00 3.231863524248311296e+04
2.463000000000000078e+00 3.471038080490836728e+04
2.483999999999999986e+00 3.776960360337116435e+04
2.505100000000000104e+00 4.148942941181124479e+04
2.526100000000000012e+00 4.580304525360910338e+04
2.547200000000000131e+00 5.061250967634346307e+04
2.568200000000000038e+00 5.576484840243193321e+04
2.589300000000000157e+00 6.108613900490747619e+04
2.610300000000000065e+00 6.636709634039494267e+04
2.631400000000000183e+00 7.141781980468197435e+04
2.652400000000000091e+00 7.605763966692100803e+04
2.673500000000000210e+00 8.015900219866022235e+04
2.694500000000000117e+00 8.363789641879526607e+04
2.715599999999999792e+00 8.650540450273726310e+04
2.736600000000000144e+00 8.882018677352846134e+04
2.757699999999999818e+00 9.073699144834584149e+04
2.778700000000000170e+00 9.244242192368542601e+04
2.799799999999999844e+00 9.418253393994369253e+04
2.820800000000000196e+00 9.617399868538008013e+04
2.841899999999999871e+00 9.864606864155478252e+04
2.862899999999999778e+00 1.017491605596372392e+05
2.883999999999999897e+00 1.055968676075219555e+05
2.904999999999999805e+00 1.102186105603763863e+05
2.926099999999999923e+00 1.155951714686892083e+05
2.947099999999999831e+00 1.216301240203050547e+05
2.968199999999999950e+00 1.282112829888886045e+05
2.989199999999999857e+00 1.351739442374897480e+05
3.010299999999999976e+00 1.423571433085829485e+05
3.031299999999999883e+00 1.495631367313718365e+05
3.052400000000000002e+00 1.566196991302669630e+05
3.073399999999999910e+00 1.633455613674360502e+05
3.094500000000000028e+00 1.695933629067245929e+05
3.115499999999999936e+00 1.752426415176213195e+05
3.136600000000000055e+00 1.802578617662730685e+05
3.157599999999999962e+00 1.846401478219022683e+05
3.178700000000000081e+00 1.884888514991675038e+05
3.199699999999999989e+00 1.919138513938589022e+05
