thickness(m),SLME(%)
1e-08,0.020093509799333276
1.3257113655901082e-08,0.026022266593485954
1.757510624854793e-08,0.03347573604607017
2.329951810515372e-08,0.04271016806479786
3.0888435964774783e-08,0.053951389614860554
4.0949150623804276e-08,0.06735628414472446
5.4286754393238595e-08,0.08297369236746045
7.196856730011513e-08,0.10071662445472983
9.540954763499944e-08,0.12035593170531161
1.2648552168552957e-07,0.14153574419766157
1.67683293681101e-07,0.16379950533164056
2.2229964825261955e-07,0.18661162855826835
2.94705170255181e-07,0.20936192309077076
3.906939937054621e-07,0.2313508269617302
5.179474679231213e-07,0.25179648909638375
6.866488450042998e-07,0.2699356225510872
9.102981779915227e-07,0.2851940725224303
1.2067926406393288e-06,0.2972786198121333
1.5998587196060574e-06,0.30614052304115685
2.1209508879201924e-06,0.3119570159237003
2.811768697974231e-06,0.31520446312686073
3.727593720314938e-06,0.3166509483692875
4.941713361323839e-06,0.3171264452662469
6.5512855685955095e-06,0.3172311833868545
8.68511373751352e-06,0.3172448669759045
1.1513953993264481e-05,0.3172457742443483
1.5264179671752335e-05,0.3172457992025727
2.0235896477251556e-05,0.31724579942139486
2.6826957952797274e-05,0.3172457994218266
3.5564803062231284e-05,0.31724579942182685
4.71486636345739e-05,0.31724579942182685
6.250551925273976e-05,0.31724579942182685
8.286427728546843e-05,0.31724579942182685
0.00010985411419875573,0.31724579942182685
0.00014563484775012445,0.31724579942182685
0.00019306977288832496,0.31724579942182685
0.00025595479226995333,0.31724579942182685
0.000339322177189533,0.31724579942182685
0.0004498432668969444,0.31724579942182685
0.0005963623316594637,0.31724579942182685
0.0007906043210907702,0.31724579942182685
0.0010481131341546852,0.31724579942182685
0.001389495494373136,0.31724579942182685
0.0018420699693267163,0.31724579942182685
0.0024420530945486497,0.31724579942182685
0.00323745754281764,0.31724579942182685
0.004291934260128779,0.31724579942182685
0.005689866029018293,0.31724579942182685
0.0075431200633546075,0.31724579942182685
0.01,0.31724579942182685
